# Permission database for AdvancedLuckPermsGUI
# Format are <pluginName>|<permission>|<desc>|<commands>,|<defaultAssignment>
ore-control|ore.control.set.*|Gives access to the subcommand 'set'  and 'setbiome' and to set normal and biome values via gui|<l><l>|OP
ore-control|ore.control.set|Gives access to the subcommand 'set' and to set normal values via gui|<l><l>|OP
ore-control|ore.control.set.value|Gives access to the subcommand 'set value' and to set normal values via gui|<l><l>|OP
ore-control|ore.control.set.biome|Gives access to the subcommand 'set biome' and to set biome values via gui|<l><l>|OP
ore-control|ore.control.reload|Gives access to the subcommand 'reload'|<l><l>|OP
ore-control|ore.control.gui|Gives access to the gui|<l><l>|OP
ore-control|ore.control.template|Base template permission|<l><l>|OP
ore-control|ore.control.template.*|Gives access to the subcommand 'create' and to create and delete templates via the gui|<l><l>|OP
ore-control|ore.control.template.create|Gives access to the subcommand 'create' and to create templates via the gui|<l><l>|OP
ore-control|ore.control.template.delete|Gives access to delete templates via the gui|<l><l>|OP
ore-control|ore.control.value|Base value permission|<l><l>|OP
ore-control|ore.control.value.*|Gives access to reset and copy values via the gui|<l><l>|OP
ore-control|ore.control.value.reset|Gives access to reset values via the gui|<l><l>|OP
ore-control|ore.control.value.copy|Gives access to copy values via the gui|<l><l>|OP
ore-control|ore.control.config.edit|Gives access to edit the config via the gui|<l><l>|OP
AirBar|airbar.reload|Reload the configuration|<l><l>|OP
AirBar|airbar.help|Show plugin help|<l><l>|PLAYER
AirBar|airbar.uploadlog|Upload log|<l><l>|OP
AirBar|airbar.uploadconfig|Upload config|<l><l>|OP
AirBar|airbar.about|About the plugin|<l><l>|PLAYER
AirBar|airbar.permissions|List all permissions|<l><l>|PLAYER
AirBar|airbar.resetconfig|Reset the configuration file|<l><l>|NONE
AirBar|airbar.broadcast|Broadcast message|<l><l>|NONE
AirBar|airbar.toggle|Toggle the airbar|<l><l>|PLAYER
AirBar|airbar.toggle.other|Toggle the airbar of another player|<l><l>|NONE
AirBar|airbar.placeholders|Available placeholders|<l><l>|OP
AirBar|airbar.parse|Parse effects or placeholders to chat|<l><l>|OP
AirBar|airbar.group.default|Default group|<l><l>|PLAYER
AirBar|airbar.show|Show a different air bar|<l><l>|OP
AirBar|airbar.debug|Generate a debug|<l><l>|OP
AirBar|airbar.show.other|Show a different air bar for another player|<l><l>|OP
AirBar|airbar.announcementlist|Show the list of announcements you have permission to|<l><l>|PLAYER
AirBar|airbar.announcementlist.other|Show the list of announcements another player has permission to|<l><l>|OP
FlightManagement|fm.toggle|Permission to toggle flight (/fly)|<l><l>|NONE
FlightManagement|fm.admin|Permission to use admin commands (/fm)|<l><l>|OP
FlightManagement|fm.override|Permission to have infinite flight time|<l><l>|OP
FlightManagement|fm.*|Wildcard permission|<l><l>|OP
CookMe|cookme.*|Gives access to all CookMe permissions|<l><l>|OP
CookMe|cookme.enable.*|Gives access to all CookMe enable commands|<l><l>|OP
CookMe|cookme.disable.*|Gives access to all CookMe disable commands|<l><l>|OP
CookMe|cookme.set.*|Gives access to all CookMe set commands|<l><l>|OP
CookMe|cookme.help|Allows you to see the help|<l><l>|OP
CookMe|cookme.reload|Allows you to reload the config|<l><l>|OP
CookMe|cookme.safe|Allows you to be safe against the effects|<l><l>|OP
CookMe|cookme.set.damage|Allows you to set the damage|<l><l>|OP
CookMe|cookme.set.death|Allows you to set the death|<l><l>|OP
CookMe|cookme.set.venom|Allows you to set the venom|<l><l>|OP
CookMe|cookme.set.hungervenom|Allows you to set the hungervenom|<l><l>|OP
CookMe|cookme.set.hungerdecrease|Allows you to set the hungerdecrease|<l><l>|OP
CookMe|cookme.set.confusion|Allows you to set the confusion|<l><l>|OP
CookMe|cookme.set.blindness|Allows you to set the blindness|<l><l>|OP
CookMe|cookme.set.weakness|Allows you to set the weakness|<l><l>|OP
CookMe|cookme.set.slowness|Allows you to set the slowness|<l><l>|OP
CookMe|cookme.set.slowness_blocks|Allows you to set the slowness for blocks|<l><l>|OP
CookMe|cookme.set.instant_damage|Allows you to set the instant_damage|<l><l>|OP
CookMe|cookme.set.refusing|Allows you to set the refusing of raw food|<l><l>|OP
CookMe|cookme.set.wither|Allows you to set the wither effect|<l><l>|OP
CookMe|cookme.set.levitation|Allows you to set the levitation effect|<l><l>|OP
CookMe|cookme.set.unluck|Allows you to set the unluck effect|<l><l>|OP
CookMe|cookme.set.bad_omen|Allows you to set the bad omen effect|<l><l>|OP
CookMe|cookme.enable.permissions|Allows you to enable permissions|<l><l>|OP
CookMe|cookme.enable.messages|Allows you to enable messages|<l><l>|OP
CookMe|cookme.disable.permissions|Allows you to disable permissions|<l><l>|OP
CookMe|cookme.disable.messages|Allows you to disable messages|<l><l>|OP
CookMe|cookme.duration|Used for duration things|<l><l>|OP
CookMe|cookme.cooldown|Used for cooldown things|<l><l>|OP
Elections|elections.create|Create an election|<l><l>|OP
Elections|elections.cancel|Cancel an already running election|<l><l>|OP
Elections|elections.run|Nominate yourself for the election|<l><l>|PLAYER
Elections|elections.skipstage|Skip to the next stage|<l><l>|OP
Elections|elections.vote|Vote for your favourite player|<l><l>|PLAYER
BanItem|banitem.bypass.*|bypass the ban item in all worlds|<l><l>|OP
BanItem|banitem.command.*|use /banitem command.|<l><l>|OP
GHolo|GHolo.*|OP-Permission for all Commands and Functions for GHolo|<l><l>|OP
GHolo|GHolo.Info|Holo-Info | Permission|<l><l>|OP
GHolo|GHolo.List|Holo-List | Permission|<l><l>|OP
GHolo|GHolo.Create|Create Holo | Permission|<l><l>|OP
GHolo|GHolo.Remove|Remove Holo | Permission|<l><l>|OP
GHolo|GHolo.Tp|Tp Holo | Permission|<l><l>|OP
GHolo|GHolo.TpHere|TpHere Holo | Permission|<l><l>|OP
GHolo|GHolo.ARow|ARow Holo | Permission|<l><l>|OP
GHolo|GHolo.RRow|RRow Holo | Permission|<l><l>|OP
GHolo|GHolo.IRow|IRow Holo | Permission|<l><l>|OP
GHolo|GHolo.SRow|SRow Holo | Permission|<l><l>|OP
GHolo|GHolo.MRow|MRow Holo | Permission|<l><l>|OP
GHolo|GHolo.Image|Holo-Image | Permission|<l><l>|OP
GHolo|GHolo.Copy|Holo-Copy | Permission|<l><l>|OP
GHolo|GHolo.GHoloReload|Config-Reload-Command | Permission|<l><l>|OP
MultitoolPlusPro|multitool.use|Allows the use of a multitool|<l><l>|OP
MultitoolPlusPro|multitool.command|Allows the use of multitool commands|<l>multitool<br><l>|OP
MultitoolPlusPro|multitool.viewothers|Allows the opening of other players' multitools|<l><l>|OP
MultitoolPlusPro|multitool.migrate|Migrates all data from multitool regular to multitool pro|<l><l>|OP
MultitoolPlusPro|multitool.reload|Reloads config.yml|<l><l>|OP
MultitoolPlusPro|multitool.multiarmour|Allows the use of the elytra/chestplate multi armour|<l><l>|OP
MultitoolPlusPro|multitool.durabilitywarning|Allows the user to see tool durability warnings|<l><l>|OP
MultitoolPlusPro|multitool.*|Wildcard permission|<l><l>|OP
EZColors|ezcolors.gui|Permission to Open the Chat Color GUI.|<l><l>|OP
EZColors|ezcolors.color.darkred|Permission to set your color to Dark Red.|<l><l>|OP
EZColors|ezcolors.color.green|Permission to set your color to Green.|<l><l>|OP
EZColors|ezcolors.color.blue|Permission to set your color to Blue.|<l><l>|OP
EZColors|ezcolors.color.cyan|Permission to set your color to Cyan.|<l><l>|OP
EZColors|ezcolors.color.purple|Permission to set your color to Purple.|<l><l>|OP
EZColors|ezcolors.color.gold|Permission to set your color to Gold.|<l><l>|OP
EZColors|ezcolors.color.darkgray|Permission to set your color to Dark Gray.|<l><l>|OP
EZColors|ezcolors.color.red|Permission to set your color to Red.|<l><l>|OP
EZColors|ezcolors.color.lime|Permission to set your color to Lime.|<l><l>|OP
EZColors|ezcolors.color.lightblue|Permission to set your color to Light Blue.|<l><l>|OP
EZColors|ezcolors.color.black|Permission to set your color to Black.|<l><l>|OP
EZColors|ezcolors.color.pink|Permission to set your color to Pink.|<l><l>|OP
EZColors|ezcolors.color.yellow|Permission to set your color to Yellow.|<l><l>|OP
EZColors|ezcolors.color.gray|Permission to set your color to Gray.|<l><l>|OP
EZColors|ezcolors.color.aqua|Permission to set your color to Aqua.|<l><l>|OP
EZColors|ezcolors.color.white|Permission to set your color to White.|<l><l>|OP
EZColors|ezcolors.color.rainbow|Permission to set your color to Rainbow.|<l><l>|OP
EZColors|ezcolors.color.reset|Permission to reset your color.|<l><l>|NOT_OP
EZColors|ezcolors.color.*|Permission to set your color to Any Color.|<l><l>|OP
EZColors|ezcolors.color.custom|Permissiont to set your color to a Custom Color.|<l><l>|OP
EZColors|ezcolors.reload|Permission to reload the plugin. (Execute /color reload)|<l><l>|OP
EZColors|ezcolors.languages|Permission to open the Languages GUI (Execute /color languages)|<l><l>|OP
EZColors|ezcolors.*|Permission to everything.|<l><l>|OP
ItemEdit|itemedit.admin|Gives full access to the plugin|<l><l>|OP
ItemEdit|itemedit.creativeuser|Gives full access to the plugin|<l><l>|OP
ItemEdit|itemedit.itemeditreload|Gives full access to command /itemeditreload|<l><l>|OP
ItemEdit|itemedit.serveritem.*|Gives full access to command /serveritem|<l><l>|OP
ItemEdit|itemedit.serveritem.save|Allow to store items|<l><l>|OP
ItemEdit|itemedit.serveritem.setnick|Allow to store items|<l><l>|OP
ItemEdit|itemedit.serveritem.delete|Allow to delete stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.update|Allow to update stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.show|Allow to show stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.give|Allow to give stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.sell|Allow to sell fixed amount of stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.buy|Allow to buy fixed amount of stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.sellmax|Allow to sell stored items|<l><l>|OP
ItemEdit|itemedit.serveritem.buymax|Allow to buy stored items|<l><l>|OP
ItemEdit|itemedit.itemstorage.*|Gives full access to command /itemstorage|<l><l>|OP
ItemEdit|itemedit.itemstorage.save|Allow to store items|<l><l>|OP
ItemEdit|itemedit.itemstorage.delete|Allow to delete stored items|<l><l>|OP
ItemEdit|itemedit.itemstorage.update|Allow to update stored items|<l><l>|OP
ItemEdit|itemedit.itemstorage.show|Allow to show stored items|<l><l>|OP
ItemEdit|itemedit.itemstorage.get|Allow to get stored items|<l><l>|OP
ItemEdit|itemedit.itemedit.*|Gives full access to command /itemedit|<l><l>|OP
ItemEdit|itemedit.itemedit.rename|Allow editing item name|<l><l>|OP
ItemEdit|itemedit.itemedit.lore|Allow editing item lore|<l><l>|OP
ItemEdit|itemedit.itemedit.amount|Allow editing item amount|<l><l>|OP
ItemEdit|itemedit.itemedit.damage|Allow editing item durability-damage|<l><l>|OP
ItemEdit|itemedit.itemedit.hide|Allow editing item flags|<l><l>|OP
ItemEdit|itemedit.itemedit.hideall|Allow to hide all item flags at once|<l><l>|OP
ItemEdit|itemedit.itemedit.enchant|Allow editing item enchants|<l><l>|OP
ItemEdit|itemedit.itemedit.unbreakable|Allow editing item unbreakablity|<l><l>|OP
ItemEdit|itemedit.itemedit.type|Allow editing item material|<l><l>|OP
ItemEdit|itemedit.itemedit.skullowner|Allow editing skull skin owner|<l><l>|OP
ItemEdit|itemedit.itemedit.potioneffect|Allow editing potion effects|<l><l>|OP
ItemEdit|itemedit.itemedit.potioncolor|Allow editing potion colors|<l><l>|OP
ItemEdit|itemedit.itemedit.bookauthor|Allow editing book author|<l><l>|OP
ItemEdit|itemedit.itemedit.booktype|Allow editing book type|<l><l>|OP
ItemEdit|itemedit.itemedit.banner|Allow editing banners|<l><l>|OP
ItemEdit|itemedit.itemedit.leathercolor|Allow editing leather armor colors|<l><l>|OP
ItemEdit|itemedit.itemedit.spawnereggtype|Allow editing monster's egg|<l><l>|OP
ItemEdit|itemedit.itemedit.fireworkpower|Allow editing fireworks power|<l><l>|OP
UltraCheck|ultracheck.check|Freeze a player|<l><l>|OP
AutoTrasher|trasher.create|Allows players to create AutoTrashers.|<l><l>|OP
AutoTrasher|trasher.toggle|Allows players to toggle their AutoTrasher.|<l><l>|OP
AutoTrasher|trasher.give|Allows players to give other players AutoTrashers.|<l><l>|OP
AutoTrasher|trasher.delete|Allows players to delete their AutoTrasher data.|<l><l>|OP
AutoTrasher|trasher.open|Allows players to open their AutoTrasher menu.|<l><l>|OP
AutoTrasher|trasher.use|Allows players to use AutoTrashers.|<l><l>|OP
AutoTrasher|trasher.reload|Allows players to reload the plugin configuration files.|<l><l>|OP
WildChests|wildchests.*|Gives access to all the commands|<l><l>|OP
WildChests|wildchests.give|Gives access to give chests to other players.|<l><l>|OP
WildChests|wildchests.info|Gives access to see information about a chest.|<l><l>|OP
WildChests|wildchests.link|Gives access to link linked chests into other chests.|<l><l>|OP
WildChests|wildchests.reload|Gives access to reload all configuration files.|<l><l>|OP
WildChests|wildchests.save|Gives access to save database into files.|<l><l>|OP
WildChests|wildchests.settings|Gives access to use settings editor.|<l><l>|OP
GlobalMarketChest|globalmarketchest.*|Can use all commands and shops|<l><l>|OP
GlobalMarketChest|globalmarketchest.globalshop.*|Can create or use a globalshop|<l><l>|OP
GlobalMarketChest|globalmarketchest.globalshop.createshop|Can create a globalshop|<l><l>|OP
GlobalMarketChest|globalmarketchest.globalshop.openshop|Can open shop|<l><l>|OP
GlobalMarketChest|globalmarketchest.globalshop.createauction|Can create an auction|<l><l>|OP
GlobalMarketChest|globalmarketchest.globalshop.buyauction|Can create buy an auction|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.*|Can do every admin actions|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.shops.*|Can do every admin actions inside shops|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.shops.seeauctions|Can see auctions of auther players every auction inside shop|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.shops.removeauction|Can delete every auction inside shop|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.shops.deleteshop|Can delete every shop|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.commands.*|Can execute every admin commands|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.commands.open|Can open a shop for another player|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.commands.close|Can close the shop of a player|<l><l>|OP
GlobalMarketChest|globalmarketchest.admin.commands.fix|Can use fix command|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands|Base permission for command|<l>globalmarketchest<br><l>|PLAYER
GlobalMarketChest|globalmarketchest.commands.*|Can use all commands|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands.reload|Can reload the plugin|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands.open|Can open a shop with command|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands.list.*|Can list all shops with command|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands.list.detail|Can see all shop position for a group of shop|<l><l>|OP
GlobalMarketChest|globalmarketchest.commands.list.tp|Can be teleport to a specific shop|<l><l>|OP
AdvancedModreq|advancedmodreq.use|Use plugin|<l><l>|PLAYER
AdvancedModreq|advancedmodreq.reload|Reload plugin|<l><l>|OP
AdvancedModreq|advancedmodreq.updater|Get notification if there is an update for AdvancedModreq|<l><l>|OP
AdvancedModreq|advancedmodreq.language|Change the language|<l><l>|OP
AdvancedModreq|advancedmodred.admin.*|Access to Admin Commands|<l><l>|OP
AdvancedModreq|advancedmodreq.*|empty|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.*|empty|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.status|View all personal ticket status' and replies from other players|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.status.own|View all personal ticket status' and replies|<l><l>|PLAYER
AdvancedModreq|advancedmodreq.tickets.reply|Reply to another players ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.reply.own|Reply to a personal ticket|<l><l>|PLAYER
AdvancedModreq|advancedmodreq.tickets.flag|Ability to flag a ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.open|Re-open a ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.close|Close a ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.tp|Teleport to a tickets creation location|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.view.opened|View an open ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.view.closed|View a closed ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.view.*|empty|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.list.opened|List and View all open tickets|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.list.closed|List and View all closed tickets|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.list.*|empty|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.importance|Set the importance level of a ticket, requires "...importance.1-5"|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.delete|Delete a ticket|<l><l>|OP
AdvancedModreq|advancedmodreq.tickets.claim|Claim a ticket, disallowing others from altering it|<l><l>|OP
